#ID	Version	Updated	ChangedBy	Description	Note
255	2.2.0	2010-04-15	T.King	Added "Hardcopy" as an enumeration to the dictionary and to "Format"; Added "Film", "Photographic Plate", "Photograph", "Microfiche", "Microfilm", "Print" to the dictionary and to "Hardcopy" enumeration; Changed "Observatory Group" to "Observatory Group ID"; Updated definition of "Observatory" to make it more suitable for creation of conceptual Observatories.; Added "Operating Span" to the dictionary with elements "Start Date", "Stop Date" and "Note"; Added "Operating Span" to "Instrument" and "Observatory".	Decided during the telecon on 2010-04-15.
256	2.2.0	2010-05-21	T.King	Added "Heliosheath" to the dictionary and to "Heliosphere" enumeration.	Decided during the telecon on 2010-05-13.
257	2.2.0	2010-06-25	T.King	Added "Fluence" to the dictionary and "ParticleQuantity"; Updated definitions for "NumberFlux", "CoordinateSystem" and "Counts"; Added "HCC" (Heliocentric Cartesian), "HCR" (Heliocentric Radial), HPC (Helioprojective Cartesian) and "HPR" (Helioprojective Radial) to the dictionary and under "CoordinateSystemName".	Decided during the telecon on 2010-06-10.
258	2.2.0	2010-08-17	T.King	Added "S3_BUCKET" to the dictionary and "Encoding"; Added "Directional" to the dictionary and to "Qualifier"; updated the definitions for "EnergyFlux" and "Differential".	Decided during the telecon on 2010-07-08.
259	2.2.0	2010-08-20	T.King	Updated definitions of "Outer", "Inner", "Heliosheath" and "Remote1AU".	Decided during the telecon on 2010-07-08 and refined through subsequent e-mail.
260	2.2.0	2010-09-15	T.King	Added "Excel" to the dictionary and to the "Format" list; Added "RenderingAxis", and "Index" to the dictionary and under "Rendering Hints"; Added "Vertical", "Horizontal", and "ColorBar" to the dictionary and to the "Rendering Hints" enumeration; Changed cardinality of "InvestigationName" from 1 to +; Added "Median, " Maximum" and "Minimum" to the dictionary and to "Qualifier" list.	Decided during the telecon on 2010-08-26.
261	2.2.0	2010-09-17	T.King	Added "SSE_L" to the dictionary and to "Coordinate System Name" list.	Decided during the telecon on 2010-09-16.
262	2.2.0	2011-01-06	T.King	Updated definition for "Irradiance".	
263	2.2.0	2011-01-06	T.King	SPASE version 2.2.0 Released.	
264	2.2.1	2011-05-12	T.King	Strike "product" from the definition of "Numerical Data".	Per e-mail from J. King 2011-02-21.
265	2.2.1	2011-06-16	T.King	Added "Core", "Halo", "Strahl" and "Superhalo" to the dictionary and to "Qualifier".	As supplied by D.A. Roberts 2011-04-21, modified by Todd King, Decided during the telecon on 2011-06-12.
266	2.2.1	2011-08-18	T.King	SPASE version 2.2.1 Released.	
267	2.2.2	2011-09-26	T.King	Added "RenderingHints" under "Element"; Set occurrence for "CoordinateRepresentation" and "CoordinateSystemName" under "CoordinateSystem" to required (1); Set "Size" under "Structure" to required (1); Set "AssociationID" and "AssociationType" under "Association" to required (1).	Decided during the telecon on 2011-09-15.
268	2.2.2	2011-10-27	T.King	Updated definition of "Document"; Added "MIME Type" to the dictionary and "Document" structure; Added "Presentation", "Poster", "White Paper", "Technical Note", "Specification" and "Report" to the dictionary and to "Document Type" enumeration; Removed "Paper" from dictionary.	Decided during the telecon on 2011-10-27.
269	2.2.2	2012-02-02	T.King	Added "Sector Boundary Crossing" to the dictionary and the "Phenomenon Type" list.; Added "Product Key" to the dictionary and under "Access Information".	Decided during the telecon on 2012-02-02.
270	2.2.2	2012-02-27	T.King	Added "Albedo" to the dictionary and to "WaveQuantity" list.; Added "ParticleRadius" to the dictionary and to the "ParticleQuantity" list.	Decided during the HDMC face-to-face on 2012-02-21.
271	2.2.2	2012-02-27	T.King	SPASE version 2.2.2 Released.	
272	2.2.3	2012-03-15	T.King	Modified definition of "NumericalData" as suggested by R. Weigel and D.A. Roberts; Modified definition of "Potential" as suggested by F. Mozer, D.A. Roberts and S. Fung; Added "Magnetograph" to the dictionary and "Instrument Type" as suggested by J. King.	Decided during the telecon on 2012-03-15.
273	2.2.3	2012-05-10	T.King	Modified definitions of "GEI", "AzimuthAngle", "ElevationAngle" and "PolarAngle" as suggested by J. Merka; Added definition for "ENP and Added to "CoordinateSystem ame" enumeration as suggested by J. Merka; Added definitions of "PhotomultiplierTube" and "SolidStateDetector" to the dictionary and "IntrumentType" as suggested by B. Weigel.	Decided during the telecon on 2012-05-10.
274	2.2.3	2012-05-24	T.King	Added definition of "Moon" and Added to "Earth" enumeration as suggested by T. Narock.	Decided during the telecon on 2012-05-24.
275	2.2.3	2014-05-22	T.King	SPASE version 2.2.3 Released.	Decided during the telecon on 2014-05-22.
276	2.2.4	2015-05-28	T.King	Added coordinate systems MSO, VSO, KSO, KSM, JSO, JSM to the dictionary and CoordinateSystemName, Added SolarUVFlux and IMFClockAngle to the dictionary and MixedQuantity.	
277	2.2.4	2015-05-31	T.King	SPASE version 2.2.4 Released.	Coordinated with SPASE Simulation Extension release.
278	2.2.5	2015-06-12	T.King	Added moons and magnetosphere to planets; Only the larger moons which are typically encountered or simulated were added.	Decided at telecon on 2015-05-11.
279	2.2.5	2015-06-12	T.King	Added coordinate systems to enumeration.	Decided at telecon on 2015-05-11.
280	2.2.6	2015-09-09	T.King	SPASE version 2.2.6 Released.	Decided during the telecon on 2015-09-09.
281	2.2.7	2016-07-21	T.King	Changed occurrence of "ParticleType" under "Particle" from + to * and "WaveType" under "Wave" from 1 to 0.	Decided during the telecon on 2016-05-05.
282	2.2.7	2016-07-21	T.King	Added JSON and CSV to the dictionary and to Format enumeration.	Decided during the telecon on 2016-07-21.
283	2.2.8	2016-07-21	T.King	SPASE version 2.2.8 Released.	Decided during the telecon on 2016-09-08.
284	2.2.9	2017-02-09	T.King	Added CadenceMin, CadenceMax, ExposureMin, ExposureMax, PartiallyRestricted, Confidence, ProviderName, MassRange, PitchAngleRange; Changed occurrence of Observatory/OperatingSpan from 1 to +.	Decided during the telecon on 2017-02-09.
285	2.2.9	2017-09-07	T.King	Added HGRTN, HERTN to the dictionary and to CoordinateSystemName Added Entropy to the dictionary and ParticleQuantity.	Decided during the telecon on 2017-09-14.
286	2.2.9	2017-11-14	T.King	SPASE version 2.2.9 Released.	Decided during the telecon on 2017-11-14.
287	2.3.0	2018-02-08	T.King	Added DOI to the dictionary and to ResourceHeader.	Decided during the telecon on 2018-02-08.
288	2.3.0	2018-05-04	T.King	Added PublicationInfo, PublicationDate, Authors, Funding, Agency, Project, Award, ORCIdentifier to the dictionary and to the model.	Decided (mostly) during the telecon on 2018-03-19.
289	2.3.0	2018-05-08	T.King	Added File, HAPI, Listing, Search, Template, Overview, WebService to the dictionary and as values for Style enumeration.; Added Style to the dictionary and AccessURL.	Decided (partially) during the telecon on 2018-03-19.
290	2.3.0	2018-05-31	T.King	SPASE version 2.3.0 Released.	Decided during the telecon on 2018-05-31.
291	2.3.1	2018-06-18	T.King	Added Eccentric Dipole (ECD) to the dictionary and CoordinateSystem list.	Decided by email on 2018-05-18.
292	2.3.1	2018-11-01	T.King	Added Positron to the dictionary and ParticleType list.	Decided at telecon on 2018-11-01.
293	2.3.1	2019-02-25	T.King	Added Developer, HostContact and User to the dictionary and Role list.	Decided by email 2019-02-20.
294	2.3.1	2019-06-13	T.King	Added StartDate, StopDate and Note to Contact.	Decided (partially) during telecon on 2019-05-30.
295	2.3.1	2019-06-13	T.King	Added RevisionHistory, RevisionEvent to the dictionary and Added RevisionHistory to ResourceHeader; Added IonGauge to the dictionary and to InstrumentType.	Decided during telecon on 2019-06-13.
296	2.3.1	2019-09-27	T.King	Added DirectionCosine, GeometricFactor, AdiabaticInvariant, MagneticMoment, BounceMotion, DriftMotion, DataQuality, Orientation, SpinPeriod, SpinPhase, SpinRate, LowerHybridFrequency and UpperHybridFrequency to the dictionary.; Create DirectionCosine enumeration with I,J,K as members; Create AdiabaticInvariant enumeration with MagneticMoment, BounceMotion and DriftMotion as members.; Added DirectionCosine to Qualifier list.; Added GeometricFactor, AdiabaticInvariant to ParticleQuantity; Added DataQuality, Orientation, SpinPeriod, SpinPhase and SpinRate to SupportQuantity.; Added LowerHybridFrequency and UpperHybridFrequency to WaveQuantity.	Suggested by L.F. Bargatze. Decided during telecon on 2019-09-20.
297	2.3.1	2019-10-31	T.King	Added CoPI, MidLatitudeRegion, SubAuroralRegion, ProjectEngineer, and ProjectManager to the dictionary; Added CoPI, ProjectEngineer, ProjectManager to Role enumeration; Added Plasmasphere, RingCurrent, and MidLatitudeRegion to Magnetosphere enumeration.; Added MidLatitudeRegion, and ProjectManager to NearSurface enumeration.; Fix typo with Role values with dashes.	Decided during telecon on 2019-10-31.
298	2.3.1	2019-11-14	T.King	SPASE version 2.3.1 Released.	Decided during the telecon on 2019-11-14.
299	2.3.2	2020-09-10	T.King	Added "Housekeeping", "Telemetry", "RotationMatrix", "EncodedParameter", "AutoSpectrum", "Coherence", "ImaginaryPart", "RealPart", "PowerSpectralDensity", "ChargeFlux", "DynamicPressure", "EnergyPerCharge", "ParticleRigidity", "MassPerCharge", "LShell", "MissionPrincipalInvestigator", "ProgramManager", "ProgramScientist", "VolumeEmissionRate", "SPICE", "MissionManager "to the dictionary and to appropriate "enumerations as suggested by L.F. Bargatze; Added "PDS4" and "PDS3" to "the "dictionary and to the "Format" enumeration as suggest by A. Masson.	Decided during the telecon on 2020-08-06.
300	2.3.2	2020-09-30	T.King	Added InstrumentGroupID and Experiment to the dictionary; Added InstrumentGroupID to Instrument and Experiment to InstrumentType.	Decided during the telecon on 2020-09-24.
301	2.3.2	2020-10-08	T.King	Added InstrumentLead to the dictionary and to Role.	Decided during the telecon on 2020-10-08.
302	2.3.2	2020-10-15	T.King	SPASE version 2.3.2 Released.	Decided during the telecon on 2020-10-15.
303	2.4.0	2020-11-12	T.King	Added Software resource and related elements to the information model.	Discussed during prior telecons.
304	2.4.0	2021-02-04	T.King	Changed "Version" to "SoftwareVersion" under "Software"; Added elements to "InputProperty" and "OutputProperty".	Discussed in email exchanges.
305	2.4.0	2021-04-29	T.King	Added Policy and Convention to the dictionary and to DocumentType enumeration.	Decided during prior telecon.
306	2.4.0	2021-04-29	T.King	Changed Format in AccessInformation to have one or more occurrence.	Decided during telecon on 2021-04-29.
307	2.4.0	2021-04-29	T.King	Added ValueAdded to the dictionary; Added ValueAdded to ProcessingLevel.	Suggested during subsequent telecons.
308	2.4.0	2021-06-10	T.King	SPASE version 2.4.0 Released.	Decided during the telecon on 2021-06-10.
309	2.4.1	2021-10-14	T.King	Added Git, TAP, EPNTAP to the dictionary and to Style enumeration; Added TFCat, RINEX2 and RINEX3 to the dictionary and Format enumeration; Added Author to the dictionary and to Role enumeration.	Decided during the IHDEA meeting 2021-10-01.
310	2.4.1	2022-02-24	T.King	Make Annotation.PhenomenomType zero or more occurrences (*); Make Observatory.Location one or more occurrences (+).	Decided during the SMWT telecon on 2022-02-24.
311	2.4.1	2022-04-20	T.King	Added InstrumentScientist to the dictionary and to Role enumeration; Fix definition of Longitude.	Per S. Fung email.
312	2.4.1	2022-04-28	T.King	Added Remark and WebResource to the dictionary; Added Remark, WebResource, WebService to SupportQuantity enumeration.	Per L.F. Bargatze led discussion during telecon on 2022-04-28.
313	2.4.1	2022-05-05	T.King	Updated definitions of MeasurementType, PublicationDate, PublicationInfo and PublishedBy.	Per S. Fung suggestions.
314	2.4.1	2022-05-19	T.King	SPASE version 2.4.1 Released.	Decided during the telecon on 2022-05-19.
315	2.4.2	2022-01-21	T.King	Added "SpatialCoverage", "NorthernmostLatitude", "SouthernmostLatitude", "EasternmostLongitude", "WesternmostLongitude", "CenterLatitude", "CenterLongitude", "MinimumAltitude", "MaximumAltitude" to the dictionary; Created "SpatialContainer" container; Added "SpatialCoverage" to "DisplayData", "Granule" and "NumericalData"; Decided during the telecon on 2022-01-20, but moved from 2.4.1 to 2.5.0.	Decided during the telecon on 2022-01-20, but moved to from 2.4.1 to 2.5.0.
316	2.4.2	2022-05-19	T.King	Added Title and LandingPageURL to the dictionary; Added Title and LandingPageURL to PublicationInfo.	Decided during telecon on 2022-05-19.
317	2.4.2	2022-07-07	T.King	Revised the "SpatialCoverage" container.	Per L.F. Bargatze, and discussion during telecon on 2022-07-07.
318	2.4.2	2022-07-21	T.King	SPASE version 2.4.2 Released.	Decided during the telecon on 2022-07-21.
319	2.5.0	2022-07-21	T.King	Added Collection, Member, and MemberID to the dictionary; Added Collection resource to model.	Per L.F. Bargatze, D.A. Roberts and T. King emails, and discussion during telecon on 2022-04-28.
320	2.5.0	2022-08-29	T.King	Added AccessInformation to Collection.	Per Seiji and discussion during telecon on 2022-08-29.
321	2.5.0	2022-08-29	T.King	SPASE version 2.5.0 Released.	Decided during the telecon on 2022-08-29.
322	2.6.0	2023-06-15	L.F.Bargatze	Merged the Simulation 1.0.0 SPASE Model Extensions with the SPASE 2.5.0 Base Model; Four simulation related SPASE resource types added: SimulationModel, SimulationRun, DisplayOutput, and NumericalOutput; Merged Base and Simulation definitions.	Concensus to add the Simulation Extensions to the SPASE Base Model.
323	2.6.0	2023-06-15	L.F.Bargatze	Updated the Description of Current under FieldQuantity and Added Current under ParticleQuantity; Added CurrentDensiity under both FieldQuantity and ParticleQuantity.	Per Shing F. Fung and Vincent Genot.
324	2.6.0	2023-06-15	L.F.Bargatze	Added the Comet Enumeration List including three members.	Per Daniele Boucon via Shing F. Fung.
325	2.6.0	2023-06-15	L.F.Bargatze	Added AccessInformtion to the Software SPASE resource type.	Per Shing F. Fung.
326	2.6.0	2023-07-09	L.F.Bargatze	Added AccessFilenameTemplate and AccessDirectoryTemplate to AccessInformation.	Per B. Candey and J. Faden.
326	2.6.0	2023-07-16	L.F.Bargatze	Added AccessInformationOptional to the schema and under SimulationModel as simulation model code is not always accessible.	Per C. Wiegand.
327	2.6.0	2023-08-02	L.F.Bargatze	Changed SimulationModel to Model, SimulationRun to ModelRun, and other terms by replacing "Simulation" with "Model" and "Simulated" with "Modeled", The dictionary.tab file definitions wre similarly updated to a generic "model" form, Added Empirical under the ModelType enumeration list.	Per C. Wiegand.
328	2.6.0	2023-08-03	C. Dolan	SPASE Version 2.6.0 Released.	Decided during the telecon on 2023-08-02.
329	2.6.1	2024-06-24	L.F.Bargatze	Updated SPASE Dictionary definitions for Acknowledgement, AssociationType, Author, Authors, DirectionAngle, Encoding, FlowSpeed, FlowVelocity, Format, MagneticCloud, PublicationDate, ReleaseDate, ResourceName, Style, and ThermalSpeed. Added SPASE Dictionary definitions for LocalGeographic, LocalGeomagnetic, and SensorCoordinates and added these terms to the CoordinateSystemName enumeration list. Added SPASE Dictionary definition for StonyhurstHeliographic and added this term to the CoordinateSystemName enumeration list per request of Masahito Nose-san. Added SPASE Dictionary definitions for AOGCM, GCM, and NonHydrostatic and added these terms to the ModelType enumeration list. Updated SPASE Dictionary definition for Electrohydrodynamics and revised the name of the term by deleting the last character, the terminal s, to maintain consistancy with other terms in ModelType enumeration list. Added SPASE Dictionary definition for InterplanetaryCoronalMassEjection and added this term to the PhenomenonType enumeration list. Corrected SPASE Ontology listing of the Cardinality for RepositoryID under AccessInformationOptional to replace the letter r with the number 1 (required). Updated the SPASE Ontology listing of the Cardinality for SpatialCoverage under DisplayData and Granule from + (1 or more) to * (0 or more). Updated the SPASE Ontology listing of the Cardinality for SpatialCoverage under Member and Parameter from 0 (optional) to * (0 or more). Updated the SPASE Ontology listing of the Cardinality for OperatingSpan under Observatory from + (1 or more) to * (0 or more). Updated the SPASE Ontology listing of the Cardinality for OperatingSpan under Instrument from 0 (optional) to * (0 or more). Updated the SPASE Ontology listing of the Cardinality for ModelType under Model from 1 (required) to + (1 or more). Added SPASE Dictionary definitions for SourceRegion and SourceRegionExtent and added these to text fields to the end of the Particle and the Wave containers each with * cardinality (0 or more). Added SPASE Dictionary definition for Lidar and added this term to the InstrumentType enumeration list.	Decided during the telecon on 2024-05-23.
330	2.6.1	2024-09-05	L.F.Bargatze	Corrected the deletion error of PopulationChargeState in the Particle container. Added SPASE Dictionary definition for Muon added it to the ParticleType enumeration list.	Muon addition requested by S.F. Fung via e-mail 2024-08-09.
331	2.6.1	2024-10-07	L.F.Bargatze	Added Dictionary listings for the terms Region and YN with assigned Enumeration List names. Changed Enumeration List name from Product to ModelProduct. Changed ProcCoeffType Enumeration List name to ProcessCoeffType. Correct duplicate History listing 329 to 330. Sort SPASE model Dictionary, List, and Member tab files alphabetically. The Member tab file was sorted alphabetically within each individual Enmeration List member sequence.	
332	2.7.0	2024-12-04	L.F.Bargatze	Added DataCite equivalent container named rightsList to the AccessInformation container. The rightsList Container must include at least one text field elements called rights. Both rightsList and rights definitions have been added to the SPASE dictionary. Added new items to the Qualifier enumeration list: Amplitude, Magnitude, MassMixingRatio, and MixingRatio; definitions added to the SPASE Dictionary. Added NamingAuthority, a text field element, and ResourceType, an enumerated text field element, to all SPASE resource types (eighteen total). NamingAuthority and ResourceType have been inserted immediately following ResourceID and the both terms have been added to the dictionary. An enumeration list also called ResourceType has been added under list.tab. And, the ResourceType enumeration list items have been inserted into member.tab. Added the text field element re3data to the dictionary and to the Repository resource type container. Added the RORIdentifier text field under the Instrument, Observatory, Registry, and Repository resource type containers.	
333	2.7.0	2025-02-03	L.F.Bargatze	Fixed typos in the DataCite rights and rightList Metadata Conventions section of the SPASE 2.7.0 Base Model PDF. Added OperationsManager to the Role enumeration list.	
334	2.7.0	2025-02-03	C. Dolan	Built out the Rights type; added SchemeURI, RightsIdentifier, RightsIdentifierScheme, RightsURI, FullName. Repurposed the unused Type column in ontology.tab to hold schema-fixed values. Updated makexsd.js to format fixed values.	
