Version	Since	Object	Element	Order	Occurrence	Group	Type
3.0.0	2.5.0	SimulationModel	OutputParameters	10	0		
3.0.0	2.5.0	SimulationModel	ModelURL	11	0		
3.0.0	2.5.0	SimulationRun	ResourceID	1	1		
3.0.0	2.5.0	SimulationRun	ResourceHeader	2	1		
3.0.0	2.5.0	SimulationRun	AccessInformation	3	*		
3.0.0	2.5.0	SimulationRun	ProviderResourceName	4	0		
3.0.0	2.5.0	SimulationRun	ProviderProcessingLevel	5	0		
3.0.0	2.5.0	SimulationRun	ProviderVersion	6	0		
3.0.0	2.5.0	SimulationRun	Model	7	0		
3.0.0	2.5.0	SimulationRun	TemporalDependence	8	0		
3.0.0	2.5.0	SimulationRun	SimulatedRegion	9	+		
3.0.0	2.5.0	SimulationRun	LikelihoodRating	10	0		
3.0.0	2.5.0	SimulationRun	Caveats	11	0		
3.0.0	2.5.0	SimulationRun	Keyword	12	*		
3.0.0	2.5.0	SimulationRun	InputResourceID	13	*		
3.0.0	2.5.0	SimulationRun	SimulationTime	14	0		
3.0.0	2.5.0	SimulationRun	SimulationDomain	15	0		
3.0.0	2.5.0	SimulationRun	RegionParameter	16	+	InputEntity	
3.0.0	2.5.0	SimulationRun	InputParameter	17	+	InputEntity	
3.0.0	2.5.0	SimulationRun	InputPopulation	18	+	InputEntity	
3.0.0	2.5.0	SimulationRun	InputField	19	+	InputEntity	
3.0.0	2.5.0	SimulationRun	InputProcess	20	+	InputEntity	
3.0.0	2.5.0	SimulationRun	Extension	21	*		
3.0.0	2.5.0	SimulationTime	Description	1	0		
3.0.0	2.5.0	SimulationTime	Caveats	2	0		
3.0.0	2.5.0	SimulationTime	Duration	3	0		
3.0.0	2.5.0	SimulationTime	TimeStart	4	0		
3.0.0	2.5.0	SimulationTime	TimeStop	5	0		
3.0.0	2.5.0	SimulationTime	TimeStep	6	0		
3.0.0	2.5.0	SimulationTime	DiagnosisTimeStep	7	0		
3.0.0	2.4.0	Software	ResourceID	1	1		
3.0.0	2.4.0	Software	ResourceHeader	2	1		
3.0.0	2.4.0	Software	SoftwareVersion	3	0		
3.0.0	2.4.0	Software	ApplicationInterface	4	*		
3.0.0	2.4.0	Software	CodeLanguage	5	0		
3.0.0	2.4.0	Software	Prerequisites	6	+		
3.0.0	2.4.0	Software	ExecutionEnvironment	7	+		
3.0.0	2.4.0	Software	InputProperty	8	*		Property
3.0.0	2.4.0	Software	OutputProperty	9	*		Property
3.0.0	1.3.1	Source	SourceType	1	1		
3.0.0	1.3.1	Source	URL	2	1		
3.0.0	1.3.1	Source	MirrorURL	3	*		
3.0.0	1.3.1	Source	Checksum	4	0		
3.0.0	1.3.1	Source	DataExtent	5	0		
3.0.0	2.5.0	Spase	Version	1	1		
3.0.0	1.1.0	Spase	Version	1	1		
3.0.0	2.5.0	Spase	Catalog	2	+	ResourceEntity	
3.0.0	2.5.0	Spase	Collection	2	+	ResourceEntity	
3.0.0	1.1.0	Spase	Catalog	3	+	ResourceEntity	
3.0.0	2.5.0	Spase	DisplayData	3	+	ResourceEntity	
3.0.0	1.1.0	Spase	DisplayData	4	+	ResourceEntity	
3.0.0	2.5.0	Spase	NumericalData	4	+	ResourceEntity	
3.0.0	2.5.0	Spase	Document	5	+	ResourceEntity	
3.0.0	1.1.0	Spase	NumericalData	5	+	ResourceEntity	
3.0.0	1.3.0	Spase	Document	6	+	ResourceEntity	
3.0.0	2.5.0	Spase	Granule	6	+	ResourceEntity	
3.0.0	2.5.0	Spase	Instrument	7	+	ResourceEntity	
3.0.0	2.4.0	Spase	Software	7	+	ResourceEntity	
3.0.0	1.1.0	Spase	Granule	8	+	ResourceEntity	
3.0.0	2.5.0	Spase	Observatory	8	+	ResourceEntity	
3.0.0	1.1.0	Spase	Instrument	9	+	ResourceEntity	
3.0.0	2.5.0	Spase	Person	9	+	ResourceEntity	
3.0.0	1.1.0	Spase	Observatory	10	+	ResourceEntity	
3.0.0	2.5.0	Spase	Registry	10	+	ResourceEntity	
3.0.0	1.1.0	Spase	Person	11	+	ResourceEntity	
3.0.0	2.5.0	Spase	Repository	11	+	ResourceEntity	
3.0.0	1.1.0	Spase	Registry	12	+	ResourceEntity	
3.0.0	2.5.0	Spase	Service	12	+	ResourceEntity	
3.0.0	2.5.0	Spase	Annotation	13	+	ResourceEntity	
3.0.0	1.1.0	Spase	Repository	13	+	ResourceEntity	
3.0.0	1.1.0	Spase	Service	14	+	ResourceEntity	
3.0.0	2.5.0	Spase	SimulationModel	14	+	ResourceEntity	
3.0.0	1.1.0	Spase	Annotation	15	+	ResourceEntity	
3.0.0	2.5.0	Spase	SimulationRun	15	+	ResourceEntity	
3.0.0	2.5.0	Spase	NumericalOutput	16	+	ResourceEntity	
3.0.0	2.5.0	Spase	DisplayOutput	17	+	ResourceEntity	
3.0.0	2.4.2	SpatialCoverage	CoordinateSystem	1	1		
3.0.0	2.4.2	SpatialCoverage	CenterLatitude	2	0		
3.0.0	2.4.2	SpatialCoverage	NorthernmostLatitude	3	0		
3.0.0	2.4.2	SpatialCoverage	SouthernmostLatitude	4	0		
3.0.0	2.4.2	SpatialCoverage	CenterLongitude	5	0		
3.0.0	2.4.2	SpatialCoverage	EasternmostLongitude	6	0		
3.0.0	2.4.2	SpatialCoverage	WesternmostLongitude	7	0		
3.0.0	2.4.2	SpatialCoverage	CenterElevation	8	0		
3.0.0	2.4.2	SpatialCoverage	MinimumElevation	9	0		
3.0.0	2.4.2	SpatialCoverage	MaximumElevation	10	0		
3.0.0	2.4.2	SpatialCoverage	Acknowledgement	11	0		
3.0.0	2.4.2	SpatialCoverage	Description	12	0		
3.0.0	2.5.0	SpatialDescription	Dimension	1	1		
3.0.0	2.5.0	SpatialDescription	CoordinateSystem	2	1		
3.0.0	2.5.0	SpatialDescription	Units	3	1		
3.0.0	2.5.0	SpatialDescription	UnitsConversion	4	0		
3.0.0	2.5.0	SpatialDescription	CoordinatesLabel	5	0		
3.0.0	2.5.0	SpatialDescription	CutsDescription	6	0	CutCubeEntity	
3.0.0	2.5.0	SpatialDescription	CubesDescription	7	0	CutCubeEntity	
3.0.0	2.5.0	SpatialDescription	Step	12	0		
3.0.0	1.2.0	Structure	Size	1	1		
3.0.0	1.2.0	Structure	Description	2	0		
3.0.0	1.2.0	Structure	Element	3	*		
3.0.0	1.3.1	Support	Qualifier	1	*		
3.0.0	1.3.0	Support	SupportQuantity	2	1		
3.0.0	1.1.0	TemporalDescription	TimeSpan	1	1		
3.0.0	1.1.0	TemporalDescription	Cadence	2	0		
3.0.0	2.2.9	TemporalDescription	CadenceMin	3	0		
3.0.0	2.2.9	TemporalDescription	CadenceMax	4	0		
3.0.0	1.1.0	TemporalDescription	Exposure	5	0		
3.0.0	2.2.9	TemporalDescription	ExposureMin	6	0		
3.0.0	2.2.9	TemporalDescription	ExposureMax	7	0		
3.0.0	1.1.0	TimeSpan	StartDate	1	1		
3.0.0	1.1.0	TimeSpan	StopDate	2	1	StopDateEntity	
3.0.0	1.1.0	TimeSpan	RelativeStopDate	3	1	StopDateEntity	
3.0.0	1.2.0	TimeSpan	Note	4	*		
3.0.0	2.5.0	Versions	ModelVersion	1	*		
3.0.0	1.3.5	Wave	WaveType	1	0		
3.0.0	1.3.5	Wave	Qualifier	2	*		
3.0.0	1.3.5	Wave	WaveQuantity	3	1		
3.0.0	1.3.5	Wave	EnergyRange	4	0		
3.0.0	1.3.5	Wave	FrequencyRange	5	0		
3.0.0	1.3.5	Wave	WavelengthRange	6	0		
3.0.0	1.3.0	WavelengthRange	SpectralRange	1	0		
3.0.0	1.3.0	WavelengthRange	Low	2	1		
3.0.0	1.3.0	WavelengthRange	High	3	1		
3.0.0	1.3.0	WavelengthRange	Units	4	1		
3.0.0	1.3.0	WavelengthRange	Bin	5	*		
